GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,A00AA1970,A00AA1980,A00AA1990,A00AA2000,A00AA2010,A00AA2020
"G0801050","Colorado","08","080","Rio Grande County","105","1050",10494,10511,10770,12413,11982,11539
"G0801070","Colorado","08","080","Routt County","107","1070",6592,13404,14088,19690,23509,24829
"G0801090","Colorado","08","080","Saguache County","109","1090",3827,3935,4619,5917,6108,6368
"G0801110","Colorado","08","080","San Juan County","111","1110",831,833,745,558,699,705
"G0801130","Colorado","08","080","San Miguel County","113","1130",1949,3192,3653,6594,7359,8072
"G0801150","Colorado","08","080","Sedgwick County","115","1150",3405,3266,2690,2747,2379,2404
"G0801170","Colorado","08","080","Summit County","117","1170",2665,8848,12881,23548,27994,31055
"G0801190","Colorado","08","080","Teller County","119","1190",3316,8034,12468,20555,23350,24710
"G0801210","Colorado","08","080","Washington County","121","1210",5550,5304,4812,4926,4814,4817
"G0801230","Colorado","08","080","Weld County","123","1230",89297,123438,131821,180936,252825,328981
"G0801250","Colorado","08","080","Yuma County","125","1250",8544,9682,8954,9841,10043,9988
"G0900010","Connecticut","09","090","Fairfield County","001","0010",792814,807143,827645,882567,916829,957419
"G0900030","Connecticut","09","090","Hartford County","003","0030",816737,807766,851783,857183,894014,899498
"G0900050","Connecticut","09","090","Litchfield County","005","0050",144091,156769,174092,182193,189927,185186
"G0900070","Connecticut","09","090","Middlesex County","007","0070",114816,129017,143196,155071,165676,164245
"G0900090","Connecticut","09","090","New Haven County","009","0090",744948,761337,804219,824008,862477,864835
"G0900110","Connecticut","09","090","New London County","011","0110",230348,238409,254957,259088,274055,268555
"G0900130","Connecticut","09","090","Tolland County","013","0130",103440,114823,128699,136364,152691,149788
"G0900150","Connecticut","09","090","Windham County","015","0150",84515,92312,102525,109091,118428,116418
"G1000010","Delaware","10","100","Kent County","001","0010",81892,98219,110993,126697,162310,181851
"G1000030","Delaware","10","100","New Castle County","003","0030",385856,398115,441946,500265,538479,570719
"G1000050","Delaware","10","100","Sussex County","005","0050",80356,98004,113229,156638,197145,237378
"G1100010","District of Columbia","11","110","District of Columbia","001","0010",756510,638333,606900,572059,601723,689545
"G1200010","Florida","12","120","Alachua County","001","0010",104764,151348,181596,217955,247336,278468
"G1200030","Florida","12","120","Baker County","003","0030",9242,15289,18486,22259,27115,28259
"G1200050","Florida","12","120","Bay County","005","0050",75283,97740,126994,148217,168852,175216
"G1200070","Florida","12","120","Bradford County","007","0070",14625,20023,22515,26088,28520,28303
"G1200090","Florida","12","120","Brevard County","009","0090",230006,272959,398978,476230,543376,606612
"G1200110","Florida","12","120","Broward County","011","0110",620100,1018200,1255488,1623018,1748066,1944375
"G1200130","Florida","12","120","Calhoun County","013","0130",7624,9294,11011,13017,14625,13648
"G1200150","Florida","12","120","Charlotte County","015","0150",27559,58460,110975,141627,159978,186847
"G1200170","Florida","12","120","Citrus County","017","0170",19196,54703,93515,118085,141236,153843
"G1200190","Florida","12","120","Clay County","019","0190",32059,67052,105986,140814,190865,218245
"G1200210","Florida","12","120","Collier County","021","0210",38040,85971,152099,251377,321520,375752
"G1200230","Florida","12","120","Columbia County","023","0230",25250,35399,42613,56513,67531,69698
"G1200250","Florida","12","120","Dade County","025","0250",1267792,1625781,1937094,,,
"G1200270","Florida","12","120","DeSoto County","027","0270",13060,19039,23865,32209,34862,33976
"G1200290","Florida","12","120","Dixie County","029","0290",5480,7751,10585,13827,16422,16759
"G1200310","Florida","12","120","Duval County","031","0310",528865,571003,672971,778879,864263,995567
"G1200330","Florida","12","120","Escambia County","033","0330",205334,233794,262798,294410,297619,321905
"G1200350","Florida","12","120","Flagler County","035","0350",4454,10913,28701,49832,95696,115378
"G1200370","Florida","12","120","Franklin County","037","0370",7065,7661,8967,11057,11549,12451
"G1200390","Florida","12","120","Gadsden County","039","0390",39184,41565,41105,45087,46389,43826
"G1200410","Florida","12","120","Gilchrist County","041","0410",3551,5767,9667,14437,16939,17864
"G1200430","Florida","12","120","Glades County","043","0430",3669,5992,7591,10576,12884,12126
"G1200450","Florida","12","120","Gulf County","045","0450",10096,10658,11504,13332,15863,14192
"G1200470","Florida","12","120","Hamilton County","047","0470",7787,8761,10930,13327,14799,14004
"G1200490","Florida","12","120","Hardee County","049","0490",14889,19379,19499,26938,27731,25327
"G1200510","Florida","12","120","Hendry County","051","0510",11859,18599,25773,36210,39140,39619
"G1200530","Florida","12","120","Hernando County","053","0530",17004,44469,101115,130802,172778,194515
"G1200550","Florida","12","120","Highlands County","055","0550",29507,47526,68432,87366,98786,101235
"G1200570","Florida","12","120","Hillsborough County","057","0570",490265,646960,834054,998948,1229226,1459762
"G1200590","Florida","12","120","Holmes County","059","0590",10720,14723,15778,18564,19927,19653
"G1200610","Florida","12","120","Indian River County","061","0610",35992,59896,90208,112947,138028,159788
"G1200630","Florida","12","120","Jackson County","063","0630",34434,39154,41375,46755,49746,47319
"G1200650","Florida","12","120","Jefferson County","065","0650",8778,10703,11296,12902,14761,14510
"G1200670","Florida","12","120","Lafayette County","067","0670",2892,4035,5578,7022,8870,8226
"G1200690","Florida","12","120","Lake County","069","0690",69305,104870,152104,210528,297052,383956
"G1200710","Florida","12","120","Lee County","071","0710",105216,205266,335113,440888,618754,760822
"G1200730","Florida","12","120","Leon County","073","0730",103047,148655,192493,239452,275487,292198
"G1200750","Florida","12","120","Levy County","075","0750",12756,19870,25923,34450,40801,42915
"G1200770","Florida","12","120","Liberty County","077","0770",3379,4260,5569,7021,8365,7974
"G1200790","Florida","12","120","Madison County","079","0790",13481,14894,16569,18733,19224,17968
"G1200810","Florida","12","120","Manatee County","081","0810",97115,148442,211707,264002,322833,399710
"G1200830","Florida","12","120","Marion County","083","0830",69030,122488,194833,258916,331298,375908
"G1200850","Florida","12","120","Martin County","085","0850",28035,64014,100900,126731,146318,158431
"G1200860","Florida","12","120","Miami-Dade County","086","0860",,,,2253362,2496435,2701767
"G1200870","Florida","12","120","Monroe County","087","0870",52586,63188,78024,79589,73090,82874
"G1200890","Florida","12","120","Nassau County","089","0890",20626,32894,43941,57663,73314,90352
"G1200910","Florida","12","120","Okaloosa County","091","0910",88187,109920,143776,170498,180822,211668
"G1200930","Florida","12","120","Okeechobee County","093","0930",11233,20264,29627,35910,39996,39644
"G1200950","Florida","12","120","Orange County","095","0950",344311,471016,677491,896344,1145956,1429908
"G1200970","Florida","12","120","Osceola County","097","0970",25267,49287,107728,172493,268685,388656
"G1200990","Florida","12","120","Palm Beach County","099","0990",348753,576863,863518,1131184,1320134,1492191
"G1201010","Florida","12","120","Pasco County","101","1010",75955,193643,281131,344765,464697,561891
"G1201030","Florida","12","120","Pinellas County","103","1030",522329,728531,851659,921482,916542,959107
"G1201050","Florida","12","120","Polk County","105","1050",227222,321652,405382,483924,602095,725046
"G1201070","Florida","12","120","Putnam County","107","1070",36290,50549,65070,70423,74364,73321
"G1201130","Florida","12","120","Santa Rosa County","113","1130",37741,55988,81608,117743,151372,188000
"G1201150","Florida","12","120","Sarasota County","115","1150",120413,202251,277776,325957,379448,434006
"G1201170","Florida","12","120","Seminole County","117","1170",83692,179752,287529,365196,422718,470856
"G1201090","Florida","12","120","St. Johns County","109","1090",30727,51303,83829,123135,190039,273425
"G1201110","Florida","12","120","St. Lucie County","111","1110",50836,87182,150171,192695,277789,329226
"G1201190","Florida","12","120","Sumter County","119","1190",14839,24272,31577,53345,93420,129752
"G1201210","Florida","12","120","Suwannee County","121","1210",15559,22287,26780,34844,41551,43474
"G1201230","Florida","12","120","Taylor County","123","1230",13641,16532,17111,19256,22570,21796
"G1201250","Florida","12","120","Union County","125","1250",8112,10166,10252,13442,15535,16147
"G1201270","Florida","12","120","Volusia County","127","1270",169487,258762,370712,443343,494593,553543
"G1201290","Florida","12","120","Wakulla County","129","1290",6308,10887,14202,22863,30776,33764
"G1201310","Florida","12","120","Walton County","131","1310",16087,21300,27760,40601,55043,75305
"G1201330","Florida","12","120","Washington County","133","1330",11453,14509,16919,20973,24896,25318
"G1300010","Georgia","13","130","Appling County","001","0010",12726,15565,15744,17419,18236,18444
"G1300030","Georgia","13","130","Atkinson County","003","0030",5879,6141,6213,7609,8375,8286
"G1300050","Georgia","13","130","Bacon County","005","0050",8233,9379,9566,10103,11096,11140
"G1300070","Georgia","13","130","Baker County","007","0070",3875,3808,3615,4074,3451,2876
"G1300090","Georgia","13","130","Baldwin County","009","0090",34240,34686,39530,44700,45720,43799
"G1300110","Georgia","13","130","Banks County","011","0110",6833,8702,10308,14422,18395,18035
"G1300130","Georgia","13","130","Barrow County","013","0130",16859,21354,29721,46144,69367,83505
"G1300150","Georgia","13","130","Bartow County","015","0150",32663,40760,55911,76019,100157,108901
"G1300170","Georgia","13","130","Ben Hill County","017","0170",13171,16000,16245,17484,17634,17194
"G1300190","Georgia","13","130","Berrien County","019","0190",11556,13525,14153,16235,19286,18160
"G1300210","Georgia","13","130","Bibb County","021","0210",143418,150256,149967,153887,155547,157346
"G1300230","Georgia","13","130","Bleckley County","023","0230",10291,10767,10430,11666,13063,12583
"G1300250","Georgia","13","130","Brantley County","025","0250",5940,8701,11077,14629,18411,18021
"G1300270","Georgia","13","130","Brooks County","027","0270",13739,15255,15398,16450,16243,16301
"G1300290","Georgia","13","130","Bryan County","029","0290",6539,10175,15438,23417,30233,44738
"G1300310","Georgia","13","130","Bulloch County","031","0310",31585,35785,43125,55983,70217,81099
"G1300330","Georgia","13","130","Burke County","033","0330",18255,19349,20579,22243,23316,24596
"G1300350","Georgia","13","130","Butts County","035","0350",10560,13665,15326,19522,23655,25434
"G1300370","Georgia","13","130","Calhoun County","037","0370",6606,5717,5013,6320,6694,5573
"G1300390","Georgia","13","130","Camden County","039","0390",11334,13371,30167,43664,50513,54768
"G1300430","Georgia","13","130","Candler County","043","0430",6412,7518,7744,9577,10998,10981
"G1300450","Georgia","13","130","Carroll County","045","0450",45404,56346,71422,87268,110527,119148
"G1300470","Georgia","13","130","Catoosa County","047","0470",28271,36991,42464,53282,63942,67872
"G1300490","Georgia","13","130","Charlton County","049","0490",5680,7343,8496,10282,12171,12518
"G1300510","Georgia","13","130","Chatham County","051","0510",187767,202226,216935,232048,265128,295291
"G1300530","Georgia","13","130","Chattahoochee County","053","0530",25813,21732,16934,14882,11267,9565
"G1300550","Georgia","13","130","Chattooga County","055","0550",20541,21856,22242,25470,26015,24965
"G1300570","Georgia","13","130","Cherokee County","057","0570",31059,51699,90204,141903,214346,266620
"G1300590","Georgia","13","130","Clarke County","059","0590",65177,74498,87594,101489,116714,128671
"G1300610","Georgia","13","130","Clay County","061","0610",3636,3553,3364,3357,3183,2848
"G1300630","Georgia","13","130","Clayton County","063","0630",98043,150357,182052,236517,259424,297595
"G1300650","Georgia","13","130","Clinch County","065","0650",6405,6660,6160,6878,6798,6749
"G1300670","Georgia","13","130","Cobb County","067","0670",196793,297718,447745,607751,688078,766149
"G1300690","Georgia","13","130","Coffee County","069","0690",22828,26894,29592,37413,42356,43092
"G1300710","Georgia","13","130","Colquitt County","071","0710",32200,35376,36645,42053,45498,45898
"G1300730","Georgia","13","130","Columbia County","073","0730",22327,40118,66031,89288,124053,156010
"G1300750","Georgia","13","130","Cook County","075","0750",12129,13490,13456,15771,17212,17229
"G1300770","Georgia","13","130","Coweta County","077","0770",32310,39268,53853,89215,127317,146158
"G1300790","Georgia","13","130","Crawford County","079","0790",5748,7684,8991,12495,12630,12130
"G1300810","Georgia","13","130","Crisp County","081","0810",18087,19489,20011,21996,23439,20128
"G1300830","Georgia","13","130","Dade County","083","0830",9910,12318,13147,15154,16633,16251
"G1300850","Georgia","13","130","Dawson County","085","0850",3639,4774,9429,15999,22330,26798
"G1300870","Georgia","13","130","Decatur County","087","0870",22310,25495,25511,28240,27842,29367
"G1300890","Georgia","13","130","DeKalb County","089","0890",415387,483024,545837,665865,691893,764382
"G1300910","Georgia","13","130","Dodge County","091","0910",15658,16955,17607,19171,21796,19925
"G1300930","Georgia","13","130","Dooly County","093","0930",10404,10826,9901,11525,14918,11208
"G1300950","Georgia","13","130","Dougherty County","095","0950",89639,100718,96311,96065,94565,85790
"G1300970","Georgia","13","130","Douglas County","097","0970",28659,54573,71120,92174,132403,144237
"G1300990","Georgia","13","130","Early County","099","0990",12682,13158,11854,12354,11008,10854
"G1301010","Georgia","13","130","Echols County","101","1010",1924,2297,2334,3754,4034,3697
